,0,1,2,3,4,5,6,7,8,9
0,136169,211034,235936,133191,135490,133742,85111,56270,66333,48
1,150372,141176,162323,250784,128116,59053,101851,100756,153067,185
2,56922,117578,195475,147125,136480,31258,50204,95253,77335,219
3,126210,150001,150654,155067,129044,77290,110515,114392,85547,257
4,116375,156377,157976,214967,123832,57373,78440,78550,39358,382
5,151979,152600,160799,185698,180038,24617,65869,123737,57865,402
6,89029,121884,198531,220714,58064,59942,60606,30413,119685,426
7,29311,129276,211262,153787,38083,68203,115833,76691,84353,472
8,89340,235791,252971,132875,124087,122067,97271,126508,128600,554
9,124024,172945,174267,172324,105196,54408,86636,126417,85300,747
10,71767,141736,232039,184750,88304,23226,80251,148043,108745,838
11,165158,161242,157117,169220,113299,72681,29117,116377,106843,986
12,51659,188220,213938,90663,147671,70479,45719,98753,111054,1031
13,33482,213463,170425,157806,147289,57417,108184,122159,157451,1041
14,130950,186894,236348,133695,30533,30131,62314,140461,207257,1154
15,58206,214836,207132,160386,67531,5902,227012,133432,64318,1198
16,27884,200425,206670,152240,79538,71769,81178,123258,101683,1220
17,105281,97504,183120,169239,128827,30497,37118,93219,80638,1261
18,96655,204595,230816,174706,106270,23787,59431,90723,80265,1265
19,108817,211525,214863,141723,97587,35163,97271,132940,117045,1266
20,90784,170053,201566,178289,124994,66274,51346,98200,76644,1292
21,76796,146653,179166,162203,132311,109744,79311,88439,119704,1293
22,112262,183284,198169,164731,70635,6984,34633,117964,129964,1429
23,103165,209394,207946,163500,110210,68912,99507,96653,83736,1435
24,100794,164646,214738,151969,72130,18232,65480,174768,128708,1444
25,149582,268092,254116,208380,110136,52890,29173,86258,188707,1451
26,164212,171764,147428,173830,131722,86223,70478,109985,98029,1504
27,115526,135997,145674,161706,151774,70668,78411,120600,112239,1526
28,158454,190441,174957,169796,93395,36010,78874,91400,105888,1552
29,130597,171410,212660,198591,132558,58709,53290,89493,102841,1569
30,122870,184561,214451,200311,77030,15281,6158,78137,145645,1586
31,190104,161363,157880,213236,135214,35124,72060,126105,134304,1622
32,150378,173594,197401,198394,130517,54235,53463,85473,89823,1623
33,153315,180086,255899,178444,142746,47868,32603,45393,39486,1650
34,135099,162506,104133,167657,95999,62915,79714,123554,155662,1693
35,182947,143118,216515,141639,83279,24444,55779,140253,89820,1793
36,157890,162916,158131,151270,112569,66333,54781,114563,124117,1940
37,136404,154839,159671,180677,129826,80209,67364,139789,138228,1959
38,183028,227381,215067,176920,138336,84363,102991,113970,121129,1999
39,78304,131486,194212,133313,107299,82667,86682,103660,75411,2093
40,67901,135893,204644,152728,46213,4456,55773,128773,201608,2132
41,80750,199528,164569,111420,116134,109430,111037,108185,28265,2224
42,173958,199439,173337,140524,131358,80638,67593,77385,67110,2265
43,79488,213016,212337,155366,69682,58808,49918,101666,127530,2286
44,157568,142303,184176,204483,133014,4061,63665,90732,165820,2295
45,73119,164625,185600,189209,114362,60789,96586,146136,96315,2406
46,108179,134537,177693,144429,105754,21169,56040,147350,134359,2439
47,123942,161055,175566,184973,136120,85968,93830,147745,68388,2491
48,93168,167882,258245,92535,97151,49424,59142,144663,120155,2532
49,163606,210152,106927,185523,144384,53019,68032,112779,103602,2776
50,132740,152701,189058,172849,157592,72207,88823,104222,85948,2800
51,72493,192446,207699,198939,117130,60908,47975,88239,60513,2811
52,155708,175238,151154,136888,84367,37999,58038,99279,161425,2815
53,94538,145994,203809,226256,134869,93413,109756,100593,109397,2882
54,147692,189063,203561,207311,179208,39748,90351,145352,130285,2925
55,72571,192716,277562,67825,4832,51673,83193,105886,145300,2927
56,135449,137875,102748,213628,154743,53112,74269,91524,52995,2974
