,0,1,2,3,4,5,6,7,8,9
0,263109,235292,277938,305666,127606,55073,203352,256907,227108,27
1,160224,241276,191408,256698,171470,191197,227552,199204,122094,163
2,159270,225589,233893,180369,168598,145817,172390,217292,198350,263
3,161909,188488,196096,291386,261883,151460,140805,233344,171863,470
4,135520,221897,191000,244930,172708,193097,166654,225705,227023,559
5,137416,203940,271521,301738,268646,160535,240491,249078,162080,781
6,197957,218269,156865,167872,196042,109195,228793,246556,181025,807
7,176151,263209,251009,302789,263155,258233,229376,270251,253294,884
8,187939,225482,299227,281301,227886,241615,113099,201977,181774,901
9,238109,278218,315956,297530,224805,163917,78770,169162,302522,948
10,168067,193429,232170,222921,221198,139900,175616,283127,220906,1023
11,199839,282196,238821,190097,206420,178974,169090,137778,187175,1069
12,223899,238516,262557,248475,246181,90414,139317,263628,245976,1279
13,182080,174008,160650,189616,170783,171897,234382,223887,193616,1482
14,113491,197876,252176,277951,235602,272937,276404,290054,161289,1554
15,128028,272315,323669,204230,136401,131552,311686,234708,261802,1665
16,148356,195643,250687,288673,228448,141318,236660,258986,244812,1667
17,147642,161444,210759,230984,244371,143135,287839,197095,207328,1746
18,169028,299610,292508,156197,251321,232093,281366,225404,137186,2118
19,206036,166940,200783,219041,261506,145792,198357,227856,182917,2148
20,211619,209857,208545,239318,328132,205885,212410,264532,238488,2254
21,200853,281454,282521,214045,147203,124785,165265,208697,210472,2280
22,244458,257368,212735,169999,164417,138479,153247,187983,225617,2325
23,204792,194014,215471,285566,308404,274742,199325,242249,222575,2368
24,393879,169915,212114,278800,210747,162526,187820,267959,324578,2453
25,241438,328268,171510,127337,89032,139263,142910,288991,204790,2473
26,162361,168790,229031,298241,259994,255887,205993,244873,213158,2518
27,143366,215097,249744,191153,166259,246359,155269,167258,146285,2645
28,161287,269019,218079,180151,146362,190295,171456,182847,189721,2738
29,187373,260959,254846,292899,179782,120230,169644,196331,368563,2750
30,175966,226622,206558,227304,248948,251995,195727,208771,196631,2945
31,230243,287214,253811,236249,221336,152401,202365,281032,259568,2968
