,0,1,2,3,4,5,6,7,8,9
0,69157,154165,199704,130055,78534,33274,29810,40755,48086,53
1,56325,112612,182156,132736,62450,44472,18081,86455,35944,124
2,101809,145116,171457,101774,41080,7545,14219,34678,12018,268
3,142606,143594,171136,79224,21222,10611,65247,53129,10839,490
4,136782,145151,181314,203258,8250,23217,124585,22757,42002,521
5,78522,193681,289251,65001,14392,6933,12581,32444,49179,600
6,73100,180997,253036,152194,71213,53960,14367,12409,6041,622
7,101961,163122,187711,117590,14255,6481,1873,26633,57474,655
8,134377,174434,140962,132729,104772,64999,28671,27639,67477,665
9,107358,191311,172161,145266,62862,59515,43072,95772,66401,677
10,88234,133804,151013,131441,20376,4970,18969,53327,61427,700
11,117285,190079,172831,148689,104029,67330,18525,8486,20468,732
12,149279,137693,155283,166859,54736,11018,47560,14487,10347,752
13,121800,174042,140467,100296,13729,3164,23709,30306,16400,765
14,120734,134426,157097,82646,37706,13802,40443,60659,55665,780
15,111634,97080,169583,161008,68412,11199,4593,9374,24763,915
16,82196,165536,128912,110194,65572,7530,32629,101480,85168,999
17,128444,152597,175502,91021,51029,41647,66173,103676,99202,1016
18,149417,218437,203948,72639,84782,49493,65165,58837,40039,1052
19,82192,144729,160988,120671,23816,5974,43403,90300,113021,1107
20,109845,142117,134495,158817,99152,31726,3352,24254,1818,1172
21,93250,156913,232313,151419,47660,7417,72513,76498,37111,1217
22,113954,139833,145610,140276,151965,60679,5277,7282,3784,1260
23,138494,129268,152741,104721,36840,69768,47348,39474,44796,1415
24,83529,152117,99942,146103,65811,18720,20889,37544,19083,1590
25,81856,165721,128122,89621,57316,20776,19599,70941,43317,1662
26,111293,161572,123770,152373,70875,55720,48972,109099,51676,1736
27,82525,170623,162609,114080,54866,4929,50230,66080,52600,1910
28,103424,129358,127603,135986,82607,9759,12631,4446,953,2204
29,116718,108538,180025,141267,80849,14553,39971,10617,43936,2233
30,103928,166890,193451,94338,37693,17975,4811,71995,20134,2249
31,103098,144329,204451,60782,9255,3336,17140,42367,92314,2256
32,65463,140063,223645,204520,73854,41919,40815,51895,40635,2528
33,142875,130645,145097,129013,87757,13800,40274,137753,56017,2557
34,118711,137211,244482,121220,99539,18317,3746,10352,7105,2619
35,140262,209760,144240,85016,66710,30171,53963,81624,122121,2721
36,76685,165424,182228,136815,59832,9837,17379,94528,100552,2902
37,149882,186939,192766,155563,98042,73641,39354,49283,31606,2959
38,105751,162607,139352,81806,21321,7825,45974,39256,34320,2961
