,0,1,2,3,4,5,6,7,8,9
0,101621,114834,127415,132812,180843,130385,112419,112972,94271,329
1,119198,92196,86073,148827,164148,100906,106878,112390,67760,415
2,94836,85727,94947,119242,101032,84871,120833,152347,130107,886
3,101715,115806,108090,185125,189120,188242,106128,110306,112265,1146
4,85209,114803,102279,149048,197021,166324,164755,161038,104830,1173
5,71538,101357,110327,127307,114599,87294,106856,131650,130424,1252
6,135894,140224,104504,122648,71480,95164,55055,139319,112551,1281
7,81153,92648,59744,93719,75696,123439,97476,131206,133916,1521
8,82561,124288,118609,110804,151959,83613,128889,150637,130430,1582
9,81523,103770,75975,116896,122966,92036,83776,111736,96951,1629
10,193848,172355,35800,18543,117881,105101,65662,144265,46602,1632
11,98886,132176,140053,189897,139260,187190,134834,157103,106859,1658
12,127978,132566,104305,89520,145613,114404,93106,119937,126341,1811
13,83976,103796,125789,99666,129612,208156,37569,73374,122816,1819
14,161078,152432,131940,173375,121229,142570,75696,105733,110236,1879
15,32853,60643,92368,156458,143961,143692,92875,203965,121838,1952
16,70676,62972,132861,123801,119321,89230,139174,137584,90301,2016
17,170083,61315,29866,137208,127858,89124,143068,167917,172673,2025
18,118199,125895,61178,58622,52078,302853,117419,95582,48130,2051
19,125253,78908,62230,108249,175070,133875,110316,148302,114800,2130
20,89832,82075,90607,111827,102933,123976,261603,174136,113072,2161
21,86815,132435,139612,123135,157195,170955,112690,140153,85534,2163
22,105113,78462,113791,87048,91358,119261,139899,119167,156455,2240
23,58690,119848,146368,114639,122598,113106,111697,132246,88110,2278
24,21830,90080,50085,156103,186089,115437,114703,143722,115764,2321
25,128390,141125,130576,163054,172299,104857,155714,179430,124315,2397
26,52445,100048,74833,144096,132982,128124,73447,115510,123854,2402
27,96973,99652,101187,111209,123178,86571,117629,167483,171769,2452
28,147626,152443,131962,113597,107239,69148,104686,154184,131035,2478
29,114985,131314,131234,139251,146472,108900,142993,155972,170738,2601
30,130970,161136,124599,157566,130847,79184,119862,144489,97199,2708
31,57463,68275,87970,148478,139742,101848,96183,146637,112362,2814
32,179184,122784,101956,119727,105649,83255,67993,96707,77273,2819
33,135709,135492,134881,137920,184948,156236,100122,159143,136592,2904
34,43987,150886,130817,119237,134282,83365,175805,253518,91756,2988
