,0,1,2,3,4,5,6,7,8,9
0,87929,260805,279839,288991,133002,160304,194371,90477,81949,94
1,115458,173916,232020,197674,138900,50585,156719,177801,135501,126
2,274565,239194,216358,222175,125143,25610,82536,213402,175717,157
3,180243,182909,201401,207704,111703,47089,135459,191354,115678,287
4,100901,229232,272136,182699,189543,85349,108873,189343,40599,709
5,221664,291013,306195,293573,170172,65245,82480,241256,170339,735
6,51170,396072,139720,271129,164003,57693,208018,174019,154293,778
7,150908,205768,274797,300539,185462,126634,142817,187534,195132,891
8,110762,175836,266395,180243,120238,48135,89296,218627,107585,977
9,249203,310683,249778,236979,210446,98431,95097,167335,197427,1056
10,148291,224693,273691,176343,142057,83606,92591,172459,187187,1284
11,100642,159326,246359,255144,185505,69798,166287,133384,110000,1398
12,75975,207014,250638,225976,85173,18715,247057,151595,104723,1797
13,168298,332307,296990,244720,169191,153921,171575,158116,104328,1813
14,136345,174391,238031,270526,166712,71364,185738,248560,158747,1908
15,196648,264197,225796,190324,203298,101225,111537,169682,90226,2005
16,157746,225732,297325,246695,154666,28664,105286,162929,133389,2031
17,153731,234154,247531,281542,95399,35543,98284,173081,194776,2170
18,170678,232076,266829,284254,150899,63633,36987,189132,115139,2178
19,174240,248566,298199,302887,152641,83561,107547,125673,71541,2201
20,113939,169538,241272,260825,175217,30317,106243,180061,199846,2346
21,119872,213311,274258,248516,176338,136777,162889,176712,105563,2734
22,102422,212949,264579,333089,125259,6357,60651,187157,158616,2739
23,203733,340484,264566,206612,135843,89723,127027,227115,210247,2758
24,195150,155731,236387,264273,160851,80800,170903,237186,106323,2885
25,175420,185585,270256,227297,126093,15116,138397,224165,151920,2886
26,130540,240207,352366,242620,222772,58274,69252,157406,189419,2994
