,0,1,2,3,4,5,6,7,8,9
0,85733,71559,25717,34000,73861,27650,55157,84915,66669,7
1,57777,43916,58956,61677,59012,48606,43111,44257,72737,21
2,71701,57253,67265,69671,78212,48301,77120,76455,46062,33
3,43106,83290,57840,69557,53558,40786,37994,49150,62403,44
4,44588,51701,57818,110830,96172,39647,55361,79092,95519,46
5,43835,57942,59886,108501,84783,79836,38916,56283,35238,67
6,36343,60746,85189,95579,63645,31611,45485,51972,44514,89
7,33195,62851,89374,63473,35343,14296,36665,56679,90076,118
8,77053,52054,41126,60521,78615,47143,78665,70264,54330,137
9,29065,39773,74690,66393,72416,32536,31605,56242,42016,140
10,66771,66507,68142,79797,81541,35246,31674,51547,57656,147
11,26431,59794,103895,73154,58231,26860,34495,87729,102817,158
12,53812,48702,67461,109564,85682,36329,34623,52468,56351,161
13,21916,47864,60511,78799,55690,69699,73516,43586,12268,166
14,102047,59127,36328,43291,46254,54301,74418,82097,47894,168
15,50075,72301,48293,66037,94037,48813,25978,54934,28120,173
16,44496,37717,41916,62864,48585,31307,55471,65084,57023,188
17,15049,59429,76986,72843,38721,7209,40105,89911,61930,197
18,44744,59240,44766,115417,41907,18550,28816,75175,49051,220
19,38694,55559,66933,68356,54662,39159,96419,96009,62823,227
20,80717,59328,70703,75137,46313,37652,64845,51368,37294,233
21,65772,30446,59561,66770,54977,36472,54913,72534,108251,244
22,68079,57722,54427,63924,43905,21929,52816,80657,78848,259
23,36847,36722,56007,57807,61421,60793,105093,72385,27574,261
24,25862,33098,95562,106686,71457,51012,59549,59400,54725,303
25,38468,43812,50010,54524,53127,49785,29001,88147,42138,310
26,46389,57755,32015,92652,121099,5328,46409,77723,42445,348
27,28422,63001,89167,78810,66552,26738,71483,95091,67711,349
28,13647,21061,61732,78502,54671,41969,29749,66351,99151,371
29,69795,60537,60792,54383,54075,42084,65633,68474,47694,383
30,46005,55980,58986,55402,65231,43271,53556,76198,76912,386
31,49692,40754,50159,41776,45075,25720,62144,64311,46099,391
32,52105,64832,101617,82233,81906,61288,35055,67935,84561,448
33,50278,50662,57446,96740,66228,29785,33534,38883,59655,449
34,52172,38814,49133,55303,66658,54483,52230,41157,18783,459
35,27925,38185,45830,55217,47693,26811,49943,66094,41655,479
36,56540,56719,76445,102419,82767,39918,53740,54629,68841,527
37,17366,36211,58641,91614,67362,28976,32633,56673,61742,539
38,40819,82928,90457,91729,42806,20373,52404,84649,41346,558
39,58349,77156,68687,60658,50754,40544,54292,54902,35198,561
40,62192,66443,81025,87538,71191,20575,65708,97422,35783,566
41,75679,61798,66046,80346,50230,36077,58373,78244,65977,575
42,46037,76850,72985,66887,48804,39893,84971,94026,68013,585
43,79503,62811,70278,119568,33598,18324,26426,74329,126298,591
44,33947,46355,57248,90074,61693,48529,59858,76310,49043,644
45,29138,45026,59154,70412,50641,29773,58064,51369,39084,668
46,9716,57449,35533,57006,68122,104217,71962,75555,37980,686
47,29396,40591,46008,55205,101237,84163,56590,55980,46272,703
