,0,1,2,3,4,5,6,7,8,9
0,82933,199587,280385,298096,175400,60418,19230,23297,117454,460
1,113842,217174,291647,344342,178521,65756,96155,132191,101783,488
2,89290,183694,316924,301696,186895,88002,98572,82450,178306,740
3,124251,201364,226767,310501,241562,82896,43945,56545,98704,785
4,70849,165833,263752,305360,234059,94212,93390,113060,150072,1065
5,56860,208018,106507,345121,219818,49466,15560,3735,247200,1143
6,68401,141360,234103,235310,188840,63998,27418,100208,133980,1189
7,7087,197063,287435,346061,163772,132165,122201,115746,146869,1199
8,136686,173693,205921,291270,194087,19166,49186,190426,189810,1299
9,88331,189769,247150,351053,252516,71147,13768,120523,109573,1648
10,97189,160487,245966,255260,169778,21854,0,36544,157675,1832
11,60431,129702,230122,289602,173278,71547,57474,101792,84914,2043
12,144663,196789,234512,257189,225164,14667,15934,92723,22462,2117
13,131511,246887,170405,266787,225544,112562,10729,4188,22288,2143
14,82695,136380,188944,243211,280399,69598,46495,140241,145812,2194
15,81216,124363,197626,280849,163419,86059,82224,78663,75013,2299
16,26210,170224,172706,273532,160628,93172,56432,81811,96097,2300
17,138880,178024,175579,242332,188673,34383,49274,118200,114272,2432
18,113463,149342,246153,247296,167275,129923,76193,127016,73427,2656
19,49326,125705,169834,291349,127189,57222,31028,90674,109067,2880
20,124096,189919,263040,258864,134176,53426,53482,85417,93175,2948
21,63426,140747,243038,298590,214407,132081,61992,156316,154217,2949
