,0,1,2,3,4,5,6,7,8,9
0,87505,183279,220094,299699,86344,71574,73994,131196,29455,148
1,55783,138852,139813,407004,27877,22851,70137,189456,143400,270
2,130633,92222,194492,357781,189178,77632,86833,136735,41257,401
3,78052,46127,52533,355950,99774,77816,73951,150582,75986,754
4,44064,59567,54727,420518,112151,86609,104288,147084,118568,788
5,137067,176914,286190,343950,91528,159793,49273,107764,76338,800
6,195436,176996,176908,458714,129359,58850,53817,50758,27629,834
7,151424,124404,177688,303236,84031,13354,33557,116864,103722,1035
8,695,57458,327897,317859,79521,4788,111801,192202,123411,1267
9,259062,89895,195474,353380,106974,12632,132454,169994,15943,1779
10,61817,65174,208268,299432,152965,55642,70993,136443,101795,1935
11,163078,107344,283533,359162,151339,8901,41046,93643,151204,2817
