,0,1,2,3,4,5,6,7,8,9
0,278560,189516,143907,141399,148918,77067,197130,288177,49256,38
1,112097,146274,200685,231632,197370,104970,77488,134960,129205,223
2,108994,148777,158662,215442,297352,168087,98744,120911,81032,250
3,171798,177422,169698,187011,104066,130309,132780,126508,56561,278
4,69033,175869,166553,227280,165630,135013,144281,116001,63963,428
5,414282,119868,202628,361252,182445,88932,129389,155460,143788,516
6,171046,177322,220467,229926,208987,96374,144540,179454,139596,543
7,142360,127779,134350,200629,138574,161063,180927,125849,108661,685
8,182000,151967,164792,245243,200774,122209,115465,167901,122765,702
9,94235,143367,187353,213120,164988,95212,163417,196899,122440,787
10,138059,126885,154401,220824,153833,118876,64288,90083,41219,797
11,199285,128486,174858,254267,156141,74924,58309,98548,94716,818
12,135093,208987,221736,229952,233959,143073,128652,144684,152088,864
13,167451,148555,150117,207331,147501,117072,136132,141724,97668,876
14,228562,173611,170164,219868,187813,73111,49667,143232,138390,937
15,182170,125946,147442,151961,167100,136195,168328,181608,155479,939
16,235879,195284,179924,235369,267141,203485,134954,162809,88971,987
17,149946,224691,141072,201834,180251,213527,147453,69197,111690,994
18,177598,181882,187660,190565,156456,157009,99719,123503,96767,1138
19,158888,161966,167639,216615,195333,160915,176639,162454,124269,1192
20,97165,162131,176321,231354,166269,115212,98374,118377,119109,1231
21,181922,168746,152255,168135,176783,132951,78218,167548,157007,1277
22,172144,191001,160949,321336,168623,121179,106642,160186,165294,1518
23,150608,149219,167414,220570,172390,107410,125221,139238,102950,1553
24,69984,213640,139940,175334,223069,151809,103117,120488,154689,1635
25,150559,135541,172552,254847,212386,102537,149321,115595,81886,1661
26,246070,130988,92258,244057,280097,44972,54639,74231,26604,1697
27,192936,154228,198005,200830,243640,162144,189412,183535,97552,1770
28,131642,177500,241717,149982,151835,229414,172759,143840,60333,2023
29,158494,238228,240686,108539,192347,160037,184836,152784,69218,2041
30,112330,164174,144610,237601,190426,90067,120618,172470,169252,2268
31,123153,109561,146046,198524,171521,122984,87443,97829,75503,2290
32,137140,109753,189776,222404,204113,145027,120966,167107,57805,2292
33,204581,130238,167586,298527,273777,85818,112418,162366,181490,2329
34,135121,122957,161896,272593,198168,131856,151423,144307,144028,2345
35,114022,239897,181859,146642,152416,146166,144640,183267,142951,2410
36,102076,126894,163410,252430,205157,121269,110082,194692,111902,2419
37,91957,147028,162053,188527,205527,207970,114372,100875,49438,2456
38,261696,214929,153627,168428,123243,181843,74832,141916,115236,2650
39,195871,219667,195004,187912,213577,105220,98306,140613,109685,2694
40,155299,200373,191166,187049,202209,140951,158509,181608,157358,2697
41,176109,217790,222245,201493,166553,129699,122032,150977,119091,2868
42,153896,157242,165297,251895,250069,93234,120890,126269,117290,2916
