,0,1,2,3,4,5,6,7,8,9
0,94548,127164,97273,87036,52550,16890,3897,15454,157159,45
1,83253,111710,96134,49866,11049,2296,16711,78149,107727,150
2,157837,114914,69043,74572,55723,14635,91058,59508,47938,239
3,114009,105983,125342,78658,36575,1746,15854,10830,25656,272
4,117415,100332,128529,88341,36596,1142,27182,35306,55484,274
5,263486,25971,11725,9774,11437,47883,64997,38830,36505,297
6,87234,94463,72163,51030,54931,32714,48796,61641,60049,300
7,37605,145999,50868,70101,81468,35871,23570,24280,35707,307
8,109108,124781,101445,678,0,9144,40257,104633,85913,350
9,102637,65822,38474,45588,28514,15219,6070,53891,87995,487
10,91896,95268,62457,51585,42064,20333,34918,44539,44837,526
11,81199,119079,109230,70581,29278,12998,33141,61070,40366,577
12,101290,117239,95160,75366,53418,24020,26671,11977,14302,581
13,56592,156272,85787,28924,12047,3684,6909,15380,33748,584
14,85712,117448,104784,68600,65296,54035,27758,48182,23110,628
15,76844,127747,52952,88684,49529,13778,37568,78694,95979,648
16,91604,105762,101900,90741,43825,10917,22246,35147,47955,649
17,153053,137512,18687,14189,9173,4667,8249,9303,66158,671
18,87168,110796,94111,74472,38849,43522,26018,38114,61196,684
19,4372,182804,84122,47719,29321,11695,95285,86877,53222,687
20,93180,100998,65268,55118,41843,35602,61843,58631,68914,714
21,122064,100073,87604,63840,24324,8990,15117,47790,32732,813
22,151873,58932,31130,10574,8057,3185,44293,36805,6708,823
23,39827,218793,78238,25727,13483,11588,24114,32268,16267,924
24,176099,152242,74169,42789,48141,24928,24458,19969,28800,942
25,104701,149050,75047,75401,61572,27254,14055,41720,30049,963
26,85729,122591,82837,26527,29907,37041,17190,42002,62547,972
27,129696,117806,82034,7745,11381,61516,15661,717,997,973
28,98923,86332,27334,13343,6600,6632,8490,24903,40928,1174
29,81811,115233,67656,62992,48622,2192,57756,25869,24765,1224
30,109972,115672,68629,64819,58032,26709,51924,59186,57943,1245
31,131827,134377,62674,79354,65917,8808,2938,26515,66777,1301
32,106685,118722,117530,43057,13919,9559,11885,7770,4853,1302
33,77108,123136,74107,44855,43104,44353,46129,22158,18628,1350
34,107282,92223,78151,80033,64742,38728,52138,64523,39496,1418
35,80468,220663,37140,73759,26778,24584,29307,35231,32387,1682
36,91489,67991,80239,42923,16008,6394,11752,55988,99763,1745
37,161111,124871,46232,24052,13795,10662,4906,3922,10477,1769
38,87672,101610,86450,99921,44724,39523,52285,48927,38135,1949
39,42491,226434,60456,13497,4700,6218,44902,138269,80722,1960
40,94554,103768,77036,101807,27489,13429,27954,66007,75716,1974
41,133602,91662,89730,82973,49261,20506,18043,15731,7792,1997
42,77524,123420,99607,43358,6072,757,3131,17066,46378,2033
43,144513,161130,116514,102997,14435,0,6098,24704,42130,2055
44,88567,139735,91303,38859,6706,0,35268,27164,11819,2175
45,55971,128154,84808,64979,36422,27996,36039,45991,30346,2197
46,76738,104635,65247,70955,46947,1523,46357,16287,19253,2318
47,99737,111233,105579,88431,93149,27270,29355,50698,24479,2333
48,96418,144284,60542,45138,56457,34183,40309,34103,21117,2374
49,103893,73044,104778,70473,7880,3710,536,74278,79590,2418
50,160600,121589,54431,76861,48402,15215,28796,33717,40585,2423
51,94070,129447,34558,26880,96174,19724,12973,57090,104157,2454
52,79028,121360,109923,70200,36242,14911,11424,15330,48516,2459
53,97193,86452,81356,65288,57762,44100,53126,57810,49995,2461
54,124770,143092,44885,19395,72073,22742,40382,75370,88602,2496
55,95784,107900,33669,32380,7966,6586,5776,5575,11906,2501
56,107092,76406,61507,76747,22892,8746,25398,66975,76478,2535
57,92317,82587,82607,32272,15175,6337,8395,19216,18462,2639
58,167459,158809,25678,12304,8450,5075,9459,8324,25786,2688
59,163629,170453,117990,54433,46362,23290,9257,9067,8168,2707
60,93689,157441,88745,41993,14530,4976,5241,1618,25942,2718
61,143220,92628,55685,37747,13493,8361,19081,51524,66685,2724
62,106425,85013,32105,19487,2802,0,26835,66661,14105,2730
63,77897,115492,83332,47121,24796,12809,28408,54081,47486,2947
64,74441,108460,63972,32653,8045,5485,33858,99281,84441,2989
