,0,1,2,3,4,5,6,7,8,9
0,73926,114709,136492,233485,253588,261767,185553,294159,152011,146
1,117950,155622,206791,306527,278397,137945,162790,235709,153476,170
2,18347,32320,79555,162841,288844,385199,200552,250648,139549,418
3,44915,105160,162723,325795,352625,103968,147348,256658,170855,433
4,121695,136024,172503,258850,318345,157544,202708,365995,33352,477
5,61958,118961,205857,286497,330711,231111,177507,198133,180502,604
6,68095,102464,146155,177873,256214,309492,294135,193439,26544,718
7,2049,24177,246625,308453,286620,178342,191233,266625,142314,833
8,110517,147707,182488,220801,264378,190095,146091,197228,157176,1147
9,57666,69744,108391,176112,341286,156969,108345,188015,108558,1214
10,41585,145490,165320,238896,288902,173789,103773,140025,133052,1311
11,112911,171410,146192,146557,288318,243545,174284,173988,137453,1386
12,25854,54362,71358,167553,308675,130866,284020,141252,186561,1539
13,68539,90434,80156,343427,453456,314030,212059,114637,94451,1748
14,95073,110216,170348,276135,422459,231573,164637,242861,148724,1774
15,85909,108424,136514,265187,345760,285427,134448,113499,141896,1818
16,48110,159252,201541,261165,250988,174329,119617,186562,109197,1827
17,75574,111713,181209,281116,298496,161956,168993,202396,149527,1915
18,70361,89648,182430,212057,294274,179449,327353,201445,199783,1986
19,24768,36663,206184,143842,258785,224568,285455,153055,62466,2021
20,101484,93432,129272,245288,270533,193605,163358,200073,144912,2042
21,43669,68298,144847,269098,413860,143444,139024,250678,180808,2121
22,18933,22927,66016,200294,383218,242240,24803,171854,299796,2248
23,4177,29064,168260,323978,258661,194670,102375,249554,155742,2451
24,60336,268314,122005,195929,418994,222083,176021,166951,157988,2493
25,117703,136017,205390,347719,265912,179045,239020,247516,178710,2504
26,139633,170580,190750,293937,307532,268258,160388,200365,149543,2519
27,113470,160108,205294,288958,269559,220984,180469,228024,78760,2643
28,13953,201839,255910,265688,266177,191645,114975,361379,166176,2930
