,0,1,2,3,4,5,6,7,8,9
0,20823,48865,137351,86304,54813,32552,65879,83244,74468,108
1,76507,86401,122469,127145,17753,1886,11296,92843,89147,159
2,46322,32298,185334,122164,7322,27097,51983,91511,113362,286
3,5896,33073,241096,81538,21747,1772,1612,38886,40537,306
4,47650,78747,147904,111862,21690,6093,47182,116691,100732,412
5,3318,87004,126181,78153,33627,20842,7592,8860,2862,425
6,35888,66749,130771,33803,10171,4694,13174,68499,44775,603
7,24403,96636,156411,59185,32835,22255,31735,11204,7774,829
8,45860,103206,142283,113886,23830,18982,30281,64887,38325,845
9,26867,84165,109318,92497,28873,5238,30197,94358,18799,865
10,68549,113207,143819,67696,6632,4418,4330,2892,109854,903
11,31292,64184,136521,114158,54607,27914,28830,60317,60831,961
12,64148,35331,136459,54836,29598,13291,7125,43043,40190,1149
13,5609,7165,344488,50132,37507,9948,1748,10959,82851,1167
14,66560,104707,159055,87633,40537,23009,26782,27270,60832,1193
15,26044,123920,160053,71604,21512,18653,15450,57581,75947,1208
16,37930,81466,117820,64614,6142,4435,806,55395,45272,1211
17,749,51172,275862,69984,13121,3669,1015,44297,64845,1385
18,29082,94142,191724,47204,76180,8219,3363,457,22805,1634
19,38892,69804,146064,54131,87131,36043,26959,45762,116457,1654
20,53847,82768,167015,98545,22793,9046,37389,63837,48960,1656
21,12873,79743,143614,149875,53147,2710,18618,54088,99251,1759
22,15290,74354,113537,81315,26089,7705,12011,45740,43596,1963
23,45374,146134,145523,88512,22341,9791,9114,75299,42381,2024
24,34109,128194,133610,102364,20094,12012,19610,21350,15411,2166
25,19495,94739,131548,81090,46538,50650,9074,70638,115076,2330
26,2322,37202,130150,103014,29836,3895,44969,73317,27520,2415
27,15271,112812,184556,56976,52120,14572,58852,115788,76173,2420
28,2525,119970,123913,48348,25310,51870,122958,71125,40028,2463
29,15842,87340,222009,130311,60876,19230,40004,85575,57693,2469
30,16996,60259,161659,117327,52553,37115,46977,73991,59121,2505
31,42252,83428,150273,85110,40397,11424,8455,13074,61744,2603
32,53778,136880,137746,81271,25066,16212,5523,58063,43238,2623
33,2270,111990,263236,22706,10402,2135,2476,18040,107257,2704
34,15405,94377,145445,76354,38419,28228,41059,35115,50393,2719
35,441,12263,200644,133961,30924,33099,11486,44592,72513,2743
36,2186,36470,188608,114135,8559,2110,24991,3227,9441,2770
37,57515,46720,211120,25634,18159,11497,15646,84396,110827,2808
38,46810,82077,142782,115489,55782,25833,30656,82498,50608,2926
