,0,1,2,3,4,5,6,7,8,9
0,25410,102201,203535,259276,160766,46239,22396,24159,43367,50
1,167208,159604,211092,276260,134806,19615,7977,3991,5266,187
2,16630,72399,275911,301190,191161,80330,48779,59445,58724,195
3,99221,168325,274804,313892,146304,21617,2735,7033,19460,205
4,62808,91752,185920,391404,235997,81346,44745,38674,27985,228
5,12808,31697,169032,301170,160728,97271,18054,17644,3876,505
6,52219,112125,186376,254757,182106,91717,19405,43746,37711,549
7,422,29022,221031,262311,134602,22938,6849,83218,68488,651
8,18714,127731,244998,405877,139755,0,137,56373,88002,654
9,77981,118395,186813,299035,141185,85358,54006,58959,38268,801
10,0,54703,275531,238896,120906,26878,10606,40954,97284,836
11,18605,24473,140013,371740,79355,25124,13960,14317,1656,1244
12,46976,105316,239830,305125,166060,131028,95212,53891,77126,1325
13,6523,69045,259031,395808,178837,78743,20909,74523,71801,1830
14,13344,31009,219808,376273,112288,57227,34807,29640,26125,2058
15,14696,67341,250093,244542,143038,53168,12555,10817,9397,2138
16,3492,84901,161305,323829,182087,20467,81797,42777,112772,2244
17,18088,64360,204346,306257,160240,131454,40217,45274,25068,2396
18,67481,172881,152100,404614,169392,144646,26995,39245,22994,2539
19,32437,82435,246018,248181,192818,115170,28752,45822,40620,2577
20,57354,142965,211677,327190,262920,47787,22316,64983,27307,2763
21,44370,86751,254271,322898,239714,34022,68333,156746,24842,2859
22,70543,167425,301789,360231,190878,54369,24540,42397,38606,2906
