,0,1,2,3,4,5,6,7,8,9
0,66328,99344,99167,63383,79317,47562,52101,142339,145850,15
1,47452,80736,89980,94603,74069,49961,43123,108217,124661,23
2,109977,71697,115092,86313,67501,23195,57015,109616,138805,63
3,74411,173073,152765,100549,31282,34725,125332,177370,123061,70
4,100979,83560,83569,95557,95865,67244,113408,150829,108908,71
5,106592,109872,136206,88060,50156,31492,54746,91771,191885,79
6,66714,97453,84028,66347,72001,67250,93653,154744,110720,92
7,34278,72540,126088,84941,17668,62612,158590,148832,101752,120
8,68485,79258,114774,45223,27859,29051,111762,151940,138048,149
9,59473,95668,143650,139748,21274,0,80822,124935,97373,514
10,109992,125757,104906,97343,54989,31502,43191,79887,112012,579
11,15774,144062,111015,25174,6895,1663,95012,219426,133995,613
12,135582,115808,97539,63642,49982,5933,63608,124327,137171,629
13,95526,132174,95707,47865,12345,7549,43430,89344,134365,636
14,53259,101500,65045,50855,36529,34908,113423,210305,125373,646
15,159255,152883,113573,104355,59326,49191,68299,104855,98432,679
16,67961,75375,63834,77648,54791,29872,89768,167400,78500,697
17,61989,87197,87748,86907,45682,47353,91602,149132,241714,773
18,84316,74773,56940,54193,33825,26331,36805,116510,137222,892
19,105873,95280,78544,69360,34088,11866,127109,134829,70494,912
20,126384,80886,120842,86465,59498,17944,50363,137268,131046,979
21,69388,77637,111624,156477,87579,32156,96350,218215,196485,1062
22,93732,49307,61171,71083,32948,9733,62399,102247,137663,1063
23,128369,122448,84009,38775,51440,68635,155780,128566,66221,1123
24,34110,93341,109675,123993,89390,18461,33578,144960,182385,1257
25,118413,99094,116200,104175,74195,29667,51482,138952,133380,1272
26,103093,104248,74358,56033,71053,64562,81645,109305,82010,1343
27,67214,78023,116391,108238,56044,31802,73862,129234,124011,1407
28,108366,124108,96284,74628,90988,50435,87591,113589,94310,1427
29,188063,161189,101036,109752,38421,4511,47053,172380,190945,1439
30,56581,130401,87103,35420,43244,97619,79857,106420,122443,1457
31,192632,8674,57507,187698,26780,2952,75231,177772,149753,1500
32,62590,83006,74226,76713,64093,49151,74725,141293,117588,1560
33,52300,90345,87679,52592,13592,3528,84076,140389,190993,1570
34,188892,94133,95892,88773,72848,36449,53926,132375,122258,1801
35,68081,86139,99861,101653,77781,56310,87287,240484,152095,1853
36,215325,115190,50567,71571,48964,29705,69218,145665,230682,1855
37,57757,116068,99886,144474,49329,0,72580,223308,180654,1889
38,91808,97674,93926,93810,96476,60537,116886,205306,158108,1911
39,49486,78921,155767,115244,84670,24260,107616,180251,117057,1943
40,123819,31336,70186,122196,20771,5742,79149,70302,122110,2039
41,60005,80273,87919,69292,17018,22798,41467,194170,199638,2084
42,7856,53431,115671,93193,33665,43696,66618,144481,164555,2113
43,24639,108058,166395,67434,15231,7607,62766,190098,183521,2144
44,147488,68021,53087,72662,56267,90936,70126,106825,145220,2177
45,76214,87135,82902,70464,19080,343,23683,137510,138013,2205
46,31463,82339,104920,111030,56526,55058,43045,160497,151532,2228
47,68295,117642,103796,88228,73098,27881,55261,117359,97366,2320
48,100759,117281,105628,128715,46288,3631,31125,118084,113833,2338
49,89741,170793,147269,123986,61085,2467,75261,140315,114444,2391
50,66454,78668,122186,76095,60399,32152,47299,88744,186925,2433
51,129818,195485,141346,62706,5405,0,48956,156549,178881,2685
52,58179,116327,112113,87906,73697,52653,55411,245581,145249,2823
53,47183,108881,83246,90542,8486,11328,92038,132955,98999,2975
