,0,1,2,3,4,5,6,7,8,9
0,24183,32531,42837,46947,30106,15952,46973,55120,40356,13
1,61645,35530,54262,40831,21431,49090,53851,65271,56738,43
2,6064,7091,9693,4240,78455,133197,26577,40331,32300,58
3,18151,17303,25172,21794,21359,20748,16961,80849,63347,78
4,3227,12631,36916,42327,32540,11525,20850,52033,45145,93
5,15205,19128,10535,14719,34441,7102,1376,51780,107845,119
6,4550,6154,23377,37175,20771,7189,1759,34538,133573,153
7,67652,35060,24523,19211,13863,14972,28295,53082,68202,155
8,6794,7108,42817,22013,100467,15123,1123,28650,59478,165
9,18468,22445,33273,52588,46934,27740,36936,64564,58754,171
10,11450,15597,18115,28629,18734,22940,32395,48385,36577,198
11,31478,46044,38788,61485,55450,27432,14415,40063,59657,213
12,6517,3240,19139,28518,33098,26132,14520,82388,73973,235
13,1683,9182,19469,21660,12064,5698,12024,62915,88826,237
14,18727,20233,20872,20992,20489,6330,5477,25960,74555,267
15,29467,51418,44702,25396,29434,30340,16053,73503,59727,269
16,9125,35242,38391,51261,48969,20253,36775,50251,36271,292
17,11132,21219,20598,25178,18048,6606,4705,29541,58536,302
18,25015,17730,20227,13260,14308,12722,28657,62314,87165,313
19,1932,13728,28055,43626,69671,73883,57511,52110,36338,320
20,26523,13371,22261,21533,29968,3508,2139,48456,47814,342
21,38038,40496,39348,49152,35543,38955,43089,55048,47683,343
22,10370,46313,34009,40133,13873,7057,1321,36693,79537,360
23,23823,9658,6550,3996,16975,15234,12529,37099,70187,369
24,12585,19476,33921,31251,72591,55109,15505,63428,67950,396
25,28054,38908,41156,47499,29744,17303,26753,45712,40033,469
26,9567,8038,13549,19971,26250,29599,46856,74225,63380,482
27,6532,10281,40509,45475,45458,36445,24429,36100,51795,494
28,6867,4409,909,57059,78719,19519,22133,40220,64030,560
29,17848,15286,41682,73881,34672,14713,16693,66094,64243,570
30,34762,40110,39739,25576,30944,19672,59190,62473,40592,656
31,24006,32166,37979,43328,30861,8973,52823,70340,23895,692
32,14137,30787,26020,24456,10751,9472,4761,47488,91740,761
33,44046,37554,39092,53835,34633,31802,30696,35107,42942,784
34,8001,37414,7875,11024,10436,10737,17443,62559,40314,790
35,47560,36580,42386,41545,51126,33201,24157,51046,45195,796
36,13597,19530,35822,35398,42551,31007,29242,53822,22329,812
37,40650,40711,43634,37498,30604,22179,32754,50019,49101,830
38,7369,42473,20974,23300,11591,3839,13261,42205,64487,832
39,9350,21469,29274,30854,22058,12457,23298,49571,40389,849
40,59086,29303,25289,54259,29698,23426,63320,56850,55463,851
41,17887,39653,50406,47206,34641,23767,22324,43967,31651,904
42,27679,84235,22143,10077,6966,8284,25422,51757,56198,931
43,17633,16512,33113,48515,23536,8854,16435,48232,39914,950
44,25561,40583,44430,43137,39406,8800,415,32098,66932,960
45,66917,59191,40727,28462,48145,32647,26062,41676,80672,995
46,31059,27546,44077,31419,17775,12961,19694,53397,66585,996
47,21533,26783,2719,13688,48575,14727,35799,88699,71892,1002
48,5392,11683,24738,26888,37775,22105,29417,54969,91733,1003
49,16913,14008,15912,21308,20595,19433,19167,51392,43670,1007
50,3135,5171,11679,11311,8548,5395,5757,73341,116719,1018
51,32045,35052,28381,17805,29626,26140,47253,46771,39688,1022
52,9490,9486,18783,30830,38325,15572,42119,68963,23666,1058
53,24789,35606,25790,42266,45381,52727,32844,33336,35089,1072
54,24219,27537,22747,27634,25766,15377,23475,43769,39543,1078
55,27220,28083,41045,39798,28255,9768,25268,47036,50171,1085
56,10966,11507,18152,34768,13897,14838,8067,48679,63780,1096
57,5550,7787,8955,9160,7743,0,18637,58325,129145,1111
58,15849,13524,14746,19260,13475,13959,27965,37765,46812,1136
59,15153,19083,33657,44088,36029,31439,25480,34772,35750,1151
60,10812,36225,37452,23180,32234,26521,9808,43862,51953,1153
61,12229,25217,46006,39343,33757,22384,5413,25109,57221,1188
62,26077,26072,29724,26192,19164,24004,20722,26853,63194,1203
63,27926,26997,39928,46938,45382,38713,39501,82123,53885,1215
64,72086,44595,20925,21620,21088,17313,34859,27599,52736,1249
65,8737,2011,1105,9160,113635,48553,16753,20209,37085,1250
66,33466,34819,31864,22928,23034,11270,20444,46715,31045,1259
67,20312,20914,33267,49194,23115,7805,14356,79157,21931,1271
68,9321,8053,4175,16879,68674,60631,49384,51175,58979,1309
69,6991,10405,21373,47139,25086,15134,7548,21036,74172,1337
70,27178,33886,31840,36317,29991,22378,33042,44419,30957,1338
71,9601,15750,19966,51468,32594,10470,34162,47769,39059,1342
72,29885,18377,12044,11585,11456,8301,15860,39807,48340,1365
73,20281,31400,36775,55646,42889,38422,52230,46457,35593,1376
74,39687,51503,48120,45750,22365,1758,14052,45602,78148,1381
75,25692,32800,25346,28451,50580,38473,20060,25860,47235,1391
76,44083,35893,36366,61107,43291,11257,21504,52217,45454,1395
77,33294,21511,18141,37770,26475,20337,20300,67026,91316,1423
78,13349,13909,19488,46193,32787,20846,13740,36768,41133,1424
79,24929,36383,56929,54033,37861,39822,34837,41743,39409,1426
80,6211,10883,15985,38330,43977,19359,29163,68288,53853,1434
81,23648,28085,43104,47987,47859,13366,11202,29194,46551,1445
82,19626,26487,32089,40780,31317,46668,46084,77918,69465,1447
83,22048,28165,28156,24464,22838,19254,14293,37405,105612,1458
84,26635,29570,37322,58917,39433,30337,18448,37238,42792,1471
85,18235,16696,33784,38774,64782,44099,69159,57793,40208,1480
86,37943,26075,27181,47509,39869,26130,53113,66198,37000,1491
87,23825,13495,11642,8094,81976,49515,30068,74884,83624,1498
88,16128,22180,28610,38202,30022,10978,31127,44383,43243,1515
89,34709,35837,35718,43312,34203,40851,30754,32402,38821,1520
90,33922,29561,43628,43630,37942,48470,48923,49195,41757,1524
91,9385,3049,17806,33498,29620,20799,23353,58586,62475,1542
92,4723,5175,9436,11379,10515,13519,36718,74521,53039,1633
93,11621,17985,51629,35705,9722,3677,795,44719,64483,1669
94,37478,58077,33941,20974,8441,446,2988,39498,87533,1705
95,15309,5849,3644,8512,79456,34809,80328,86562,37905,1744
96,2298,25757,72201,68668,33183,4568,1531,6528,142502,1751
97,8136,19613,27974,40331,40732,25212,10363,47087,48452,1765
98,39091,42381,38320,23546,31189,34409,24243,36347,50223,1767
99,35874,40143,40142,40475,34299,30534,33796,44095,37942,1792
100,46835,21275,29198,17730,31365,19448,44205,51709,58924,1800
101,13699,26183,32840,56661,59105,47018,38498,45981,50413,1817
102,52869,32000,33446,27289,28595,17848,12473,36137,46871,1825
103,11045,19927,28281,39856,34964,30722,32551,50157,60279,1834
104,34094,34070,33738,42915,36556,29810,48878,57815,43096,1836
105,40254,37766,24320,27382,24614,3555,20799,44094,36104,1839
106,5804,19434,43379,40485,19441,18372,6004,24763,87999,1864
107,18828,26711,49982,46684,16038,12785,28874,53908,40038,1865
108,3630,3715,21371,47815,39312,16221,34070,45017,33870,1881
109,32080,22351,23907,30000,30375,16496,45093,57303,49918,1885
110,20869,24837,32371,31059,25030,11325,10694,30635,51347,1891
111,34415,42159,41791,33173,29012,13697,18046,40481,51505,1924
112,11903,19612,25677,23550,28383,11878,15156,15973,61506,1933
113,14974,23920,19607,28437,27990,16082,11334,48350,62958,1934
114,28188,26067,28663,35737,32146,28504,39536,59500,29606,1946
115,11051,23911,52748,41005,24477,27621,20376,44062,62279,1956
116,26076,29907,38473,38404,33402,20152,38327,46694,27104,1972
117,22920,36228,35685,39032,32361,25703,29224,37851,45038,1975
118,12763,27079,31442,40214,36411,36586,66877,61258,73278,1979
119,18140,24351,35249,40132,21711,14084,31443,40060,40047,1981
120,21148,30894,41440,36681,43709,11758,21999,33719,44851,2011
121,49225,34830,36996,31457,25625,7133,21232,45585,41118,2015
122,1008,20565,43944,39931,43287,720,23584,50192,32441,2030
123,10046,14239,6397,9880,19255,24935,26747,107655,46524,2048
124,9922,14037,31685,45932,33849,21012,28098,51669,68340,2071
125,29513,33129,26341,32462,40804,32755,26314,42263,53927,2075
126,10988,19119,37462,62642,45660,39101,49824,58063,54158,2080
127,50754,42592,40259,41026,40692,26461,31830,64017,68067,2082
128,4349,8692,20765,45182,39027,21178,48216,57499,73363,2100
129,53472,72844,16638,7542,50290,43252,30888,58460,61370,2145
130,17702,25427,30529,5007,6538,1353,10076,23261,68812,2156
131,6296,10567,7903,16183,3987,3099,8497,73375,66523,2162
132,58056,24982,15828,19730,13933,10293,13223,45224,88147,2164
133,15172,15104,34279,31002,32370,23985,14058,70874,71247,2168
134,56501,39252,22579,12293,13145,19788,27751,53493,26050,2171
135,34805,34719,36018,37608,32746,9900,32701,45511,31127,2196
