,0,1,2,3,4,5,6,7,8,9
0,52483,48558,42117,14259,6918,6200,10406,13481,24042,3
1,28408,31877,26686,39542,25581,28672,27211,23750,24663,18
2,9244,23091,27842,25221,26521,20786,13236,22495,16051,20
3,12922,20917,4189,15128,65160,47821,28741,14284,3103,24
4,25084,14539,11564,16810,35128,21030,24885,26998,34310,29
5,15885,17492,18075,20268,22151,23387,6228,23185,30055,36
6,10709,17160,39013,57337,29255,22657,12234,15280,12583,41
7,50244,38020,21326,15393,13937,2768,23402,57909,8327,52
8,10933,26079,34375,44858,29136,23280,13273,19605,18296,55
9,36689,29506,27753,25071,15877,16165,15557,58752,16259,57
10,37841,38529,27499,28409,18314,26935,13944,14097,15631,65
11,17923,38789,26178,44645,20937,9056,14787,21929,13025,66
12,22969,24514,38913,26535,21168,0,11366,27384,29435,75
13,26905,23818,32275,35561,42124,22350,12063,16279,13651,99
14,32819,33057,31378,25790,19270,12637,26312,35996,30320,102
15,51579,35847,22039,7175,2965,18529,28461,29911,19075,107
16,8703,28901,41208,53432,32744,19926,17609,11478,3874,113
17,31122,26962,31508,28063,28304,11816,21412,35380,31187,121
18,21341,30057,24502,23425,20544,4931,13651,17819,21242,130
19,17815,29589,23905,36393,37834,22883,10163,20257,20539,134
20,19701,28678,35229,32760,25256,23988,12235,7491,4066,135
21,36800,38360,38384,44206,48609,45282,32735,23312,15249,144
22,16968,32216,31579,29482,22560,16248,23509,20141,8782,145
23,16949,14265,23812,58690,30836,21809,21323,19647,15056,160
24,26376,3575,15312,17646,41076,27054,5069,23936,23256,169
25,6595,15587,37327,38556,19325,4209,5917,15481,13000,174
26,34406,47358,35126,14190,18041,12134,6376,19138,32779,202
27,21644,22387,17640,28772,22313,9595,12270,13813,19419,208
28,16251,20885,27933,41457,46553,10162,6266,27898,30172,215
29,7977,17498,33442,36444,25052,4764,10185,22445,21904,222
30,36816,37168,40612,45404,31374,3176,10231,17895,26717,224
31,17835,20444,22077,38830,18740,12523,14336,8258,5761,253
32,21804,26750,30096,48952,24838,27790,16910,33689,38144,256
33,43465,37992,25634,28087,19082,11910,26614,30103,30718,264
34,24744,27555,27283,38718,22550,15698,8878,13977,15905,265
35,20177,17387,33755,40442,18636,4370,27758,25165,19803,271
