,0,1,2,3,4,5,6,7,8,9
0,61861,68257,148349,341089,238062,111136,52115,113718,164446,229
1,22892,75810,173314,370084,221378,143612,53536,70666,46417,384
2,3030,13456,56719,322753,353021,202713,20630,78223,43008,542
3,37968,56877,206791,312279,301503,143380,39597,76258,153863,614
4,64743,87035,164950,311382,261765,204650,102850,113380,48548,659
5,5598,31773,83585,361524,130312,128959,124077,54189,60425,850
6,19189,58956,188472,372142,206298,107211,74846,121715,211924,888
7,89241,144874,95148,388227,272643,64533,43847,78086,68734,945
8,17504,30190,125206,344933,247583,202674,20781,29875,24669,1079
9,121,76629,192807,335747,268368,146239,46498,114845,85635,1370
10,44833,101289,102016,491574,254827,89210,30915,14570,36712,1562
11,19629,61260,148599,384171,272444,151896,72153,116135,125511,1592
12,71033,95216,147321,329863,273131,145704,76573,105717,63101,1638
13,8226,38850,146402,329185,192856,169403,50101,122256,90165,1763
14,31435,118198,195328,327907,218833,217340,74715,43560,16175,1778
15,10602,10971,137387,336349,328042,144781,25393,47751,75870,1873
16,20637,59003,153453,414949,258761,193454,73299,86632,38453,1898
17,33550,48536,124456,278871,257378,108824,64231,90071,76051,1945
18,48774,84353,285658,352038,218742,227653,32001,49741,96215,1984
19,79403,100914,221193,351993,209211,125424,66588,94437,108423,2182
20,20822,108044,209206,277357,291460,139233,6668,2415,143740,2399
21,21362,61641,174877,296067,347390,108696,76203,70096,77422,2466
22,103743,171009,243765,447608,378727,30962,78000,21234,40272,2660
23,52584,106170,194048,267821,221367,170664,71370,124361,125018,2677
24,69723,82477,153657,276887,265337,152249,47937,117815,160591,2722
25,20213,34423,120324,328638,211617,90140,44357,103320,149230,2803
26,58905,54005,170246,326624,223389,132367,88232,55650,59101,2861
