,0,1,2,3,4,5,6,7,8,9
0,5171,27149,108022,160796,251046,115956,6973,39979,64029,47
1,10980,61205,227076,197629,181593,67913,36168,54748,49719,82
2,16173,37085,93023,246681,164374,77240,11282,40073,33458,86
3,63198,76254,161133,226878,213245,53972,95660,82508,82438,186
4,58593,88061,157525,194160,180918,145838,60720,44685,11052,201
5,66503,57877,132751,156590,253368,27423,15005,16230,52855,288
6,2868,86817,160620,229176,279638,156536,10652,2240,781,492
7,13540,3642,17824,225018,215150,69487,32188,50810,14808,537
8,117427,127438,136906,225565,216308,57186,86795,70081,44185,602
9,50436,99674,148150,267292,183014,87139,13990,14257,23884,626
10,48623,121250,183333,188375,278467,111855,7211,20793,108254,650
11,4179,127579,66336,262473,198575,39470,35352,53200,59991,741
12,5391,10327,90589,257358,156558,88396,10801,19296,13429,925
13,42044,68798,77654,125770,244289,58622,28837,48310,52549,926
14,57273,83073,190563,273675,237513,56524,21997,28143,13471,1156
15,46545,117338,144988,222089,221660,67769,8322,12010,48161,1159
16,52173,89698,159931,272911,233228,58647,29058,97272,86228,1303
17,219,9479,102019,230821,287379,127627,27346,6663,9007,1419
18,74021,100199,106331,283529,205338,71666,64955,77317,75526,1490
19,65072,86768,123594,156988,349942,39192,32576,42774,39101,1710
20,29000,70715,117387,188430,209971,68906,95749,92335,35845,1988
21,11674,35722,161018,239166,207568,113306,24307,30758,19818,2063
22,403,1119,87171,339974,154728,28776,4702,4439,1529,2183
23,25274,101890,167954,287437,223846,148420,30122,48938,18033,2242
24,11057,41488,194022,204349,164127,93731,46169,56267,52695,2389
25,22803,17079,66269,277336,217590,91811,27933,25843,38282,2394
26,6700,11811,125571,277863,273840,68229,39132,25230,5397,2490
27,29281,56453,117669,236268,181183,103833,36739,47488,53005,2550
28,16618,28038,168495,220039,302064,34277,12419,123474,123788,2609
29,99818,114952,190003,208457,238635,84688,35398,77943,28886,2768
30,58605,89629,161206,185810,215023,83814,12590,9122,21833,2795
