,0,1,2,3,4,5,6,7,8,9
0,56543,70944,76369,96750,78729,23899,26823,65985,13505,5
1,14651,40614,66928,163123,83844,47213,36422,27435,35511,85
2,66903,71514,56842,108785,77543,47429,24391,36777,18847,246
3,17514,89414,113489,99853,48446,32849,8287,7967,8627,273
4,24146,87217,122713,130186,20264,5440,9467,20967,18998,315
5,10362,37963,118245,144869,50264,17586,3596,7833,6773,361
6,20819,66380,79474,94514,72433,30386,23973,33300,4802,392
7,25903,72728,124455,108198,56669,33444,20556,32133,62001,394
8,30987,31782,99737,111408,68598,33376,1262,33425,40445,407
9,53577,55087,150675,116949,55405,18199,2697,659,25795,413
10,3654,11365,75735,168615,78804,31572,9007,6452,3322,414
11,49518,53316,70784,100520,101759,37910,37508,44982,38576,454
12,48930,82515,143018,138931,74198,56475,41784,43677,25585,471
13,39646,42319,84165,120244,83366,37162,9604,21722,19328,473
14,35846,48627,67997,127170,102430,61785,48932,44345,38143,493
15,42882,78781,120817,131288,68905,3683,53843,59098,67955,509
16,25174,38486,83945,110079,90898,70566,35670,46815,44702,540
17,63372,59920,76143,154390,34177,17931,10318,22761,19703,639
18,38072,66636,83109,131309,105582,57619,26532,31960,21304,661
19,33694,71693,86514,144222,68650,73604,41697,63362,46328,737
20,21428,38148,113653,106483,52074,28327,15311,3355,37675,777
21,3375,45433,62430,165436,57170,13253,1389,5267,18713,814
22,59987,109415,122862,144118,35438,13533,21619,43755,53445,815
23,57359,57963,52478,107967,58274,31647,19654,37764,37964,936
24,29950,35455,81237,118073,75707,35934,35816,36751,44457,984
25,28586,69401,110346,100646,71362,41711,27838,40055,27690,1113
26,51168,52470,61505,156178,98791,50917,27269,52848,28635,1132
27,7007,30291,78554,140805,108750,40061,45899,51138,33780,1137
28,59580,58599,76942,94709,77264,54139,39530,29723,32226,1168
29,8593,13091,40369,169581,89254,43962,18531,15280,10182,1197
30,41566,63446,107468,89726,75468,41658,34740,46264,30305,1233
31,80503,99371,99724,116452,108818,48547,26490,28363,7955,1238
32,3034,73010,125128,100606,63006,47802,98380,38419,42931,1270
33,81590,85234,119485,120745,56474,35573,14029,17802,13465,1312
34,7599,45135,112900,115112,86003,50306,21007,16679,16194,1333
35,12542,22718,85376,160686,72420,42675,68985,54407,29062,1347
36,13910,24590,92218,159096,59711,23509,9046,5509,3500,1396
37,13298,64694,116517,107618,71455,29335,4943,30518,46848,1405
38,73959,84869,102908,123594,62667,2076,0,29007,73673,1441
39,18137,135481,145789,139946,89058,56331,11761,43114,15836,1450
40,37029,78882,112804,102436,74196,37320,37876,45170,40942,1493
41,35729,46424,93126,149302,109709,81049,2177,4510,51822,1523
