,0,1,2,3,4,5,6,7,8,9
0,36688,15152,5339,10975,70283,29403,127850,285177,293682,110
1,49742,18264,16263,45320,159832,125502,124764,246176,221720,141
2,63356,43589,46962,104301,140411,148784,179076,208132,164849,199
3,47772,30871,84317,96505,138044,133392,167680,177827,128156,427
4,54914,41350,36808,68740,78763,34520,101381,217025,230333,461
5,57596,36132,66407,59880,92005,76353,133709,201462,180321,691
6,5324,4886,6244,49544,162311,94229,151934,278133,169003,819
7,88553,53118,95986,86412,48653,25516,70875,245663,279928,837
8,7857,16545,18023,32315,67366,81258,70178,213552,225007,1082
9,84304,64703,84061,94036,79814,65521,149227,249402,275995,1549
10,23745,8045,1282,34596,202719,241230,208706,212324,207008,1663
11,46052,51840,76087,131731,126580,95607,185546,254872,226690,1709
12,1988,654,60223,107680,195400,108446,107582,288395,187924,1887
13,103006,42291,83564,84665,139017,84161,212316,218247,145023,2046
14,60075,59376,32890,128052,196123,188308,240488,283546,272961,2092
15,22888,60423,101802,111895,128517,82108,117267,258199,166863,2398
16,31325,15026,56845,62157,122608,129074,107569,161151,164360,2408
