,0,1,2,3,4,5,6,7,8,9
0,154733,285770,291199,178366,93477,41152,77277,90893,80309,81
1,87886,187483,296418,221777,78393,2791,52274,120035,85743,326
2,107343,171299,326884,276410,44202,24322,21365,27193,65213,538
3,94870,279500,375011,184825,68544,23850,41692,94743,83086,556
4,35710,186185,334161,274425,50143,26684,21989,67601,25028,748
5,15568,125995,477531,175213,67854,36922,13298,16249,10630,970
6,66882,201947,350159,273819,101843,8887,3008,145502,188823,1009
7,112216,201128,343401,163556,89448,38677,48407,38740,11802,1029
8,70316,195928,355506,224871,34244,16918,20202,15752,44350,1324
9,162101,232268,289782,191394,9575,342,49730,143915,115167,1361
10,223313,244608,288977,253176,32167,1298,18618,27655,4479,1489
11,58575,170682,303300,210207,41188,12446,2908,36018,133294,1583
12,107647,270567,236193,210172,148623,68772,52113,5708,76894,1829
13,112146,380267,347259,36811,9646,1124,2458,16601,10311,1882
14,662,159033,273679,192451,71880,6464,2292,46571,47481,1883
15,165082,421816,304653,205406,54271,23257,95727,96201,102040,1923
16,75597,175652,324502,279453,10782,1093,2526,72476,80788,2112
17,99684,158151,261778,241489,110853,14760,17990,82702,94291,2245
18,12794,169999,332981,206447,24813,5351,3392,24102,34983,2383
19,88840,263534,432890,522495,62842,8694,3749,6548,2484,2723
