,0,1,2,3,4,5,6,7,8,9
0,57526,152384,148742,121392,262525,159897,271037,299785,201981,95
1,81254,185629,176439,197852,161064,135559,169241,274862,188211,304
2,148225,137252,120460,138211,189636,136040,133257,222596,251784,623
3,38254,48782,111672,166462,180018,125437,163192,184000,146838,653
4,96561,125979,163226,152405,256607,143771,150658,258815,183437,663
5,108724,197082,78977,104817,182123,232881,102883,161617,267636,725
6,65101,45690,121397,227639,207899,144726,150889,182502,146692,729
7,70242,132854,195242,192744,152037,162374,216557,224377,146712,733
8,133372,129975,141436,159375,196823,147564,137190,181721,186864,806
9,178319,137804,106592,228703,157043,138261,138258,259255,151979,900
10,59665,170364,184601,171998,124170,108634,129275,214184,174864,944
11,68193,95879,147414,184465,137764,82603,135402,197939,199797,1144
12,120654,53634,145025,245828,271310,87693,124612,206646,187878,1196
13,18319,27944,158186,187613,202277,141770,156154,270916,278515,1254
14,98388,127399,166712,179511,209322,113234,154144,161987,230360,1330
15,88652,93894,147242,171342,184349,87561,97642,241085,238951,1380
16,12474,80211,198166,145783,128270,214460,200012,193295,158468,1514
17,48877,102584,112362,248363,153701,187577,120818,185240,156882,1594
18,26794,42958,108291,211702,189677,123706,209851,249544,218988,1810
19,42580,76894,138438,215304,190713,124324,159219,248989,135872,1872
20,135511,141734,152495,182670,221038,178105,180305,212718,177019,1907
21,38093,89989,130823,194170,217912,94493,84976,249163,195481,1954
22,88129,173158,187563,176729,195392,180923,125402,228134,199135,1982
23,51109,108206,234331,358384,182378,139751,127360,252724,248449,2020
24,80214,121931,176031,204123,175509,160100,122458,199190,229370,2277
25,53321,93437,153055,186862,223744,105908,131823,196467,200387,2310
26,66427,91701,135874,217760,213242,160753,184154,237126,154849,2583
27,56206,115703,161459,170958,233281,222532,63496,184017,200728,2632
28,43744,50944,86311,160669,246966,235091,135600,262090,213061,2640
29,104780,166027,169236,191722,198068,195611,167668,207035,154765,2840
30,58341,50430,122249,225500,197229,154156,107638,185787,178469,2940
31,29050,35171,77258,221591,254267,156250,44869,255636,192918,2970
32,44866,47735,105497,253779,253320,146546,120065,354182,150991,2981
