,0,1,2,3,4,5,6,7,8,9
0,4413,4308,4443,7951,5588,3592,9944,15393,11150,9
1,1656,5208,9968,45672,28229,14853,11847,16885,17376,12
2,8670,3731,8388,9137,15682,10462,14307,14683,13211,17
3,1445,6518,14058,15604,6708,9286,7345,12122,10383,32
4,7685,6597,6981,14210,9814,7462,5349,10221,5272,42
5,9058,14652,17930,12909,11914,1860,7812,15781,10762,56
6,26873,20772,17834,16759,16468,11027,10247,19781,12483,62
7,19072,18650,14031,12527,9082,5557,4918,9954,11944,64
8,11066,8750,9944,7554,2596,3225,5851,2510,3486,73
9,22683,26422,11241,22546,9902,6211,5068,8330,8206,76
10,5908,7445,9335,11674,7285,6594,6283,8504,5743,90
11,10787,14085,25020,22561,16748,14723,15546,16129,12932,96
12,8626,13495,15154,13696,11138,7565,7377,10681,10309,98
13,4887,6160,6952,5844,2943,3486,5663,4338,7744,103
14,6230,7618,14962,33313,19846,8803,14341,12742,6241,109
15,8797,14655,14294,17586,12183,3564,1956,8145,14067,112
16,3635,5224,7018,9402,8228,5965,4654,6407,5901,114
17,4987,10155,25367,19489,12067,1836,6598,23258,13855,117
18,16556,16093,9438,16011,8823,9240,7162,3514,3518,125
19,7272,6370,8353,9369,11308,10424,22827,23110,12895,131
20,6470,13427,10883,13762,4312,3882,1860,6803,8588,133
21,17364,19051,9916,23967,10585,12713,8491,8809,11061,139
22,3836,8580,8744,13938,11515,9387,4572,7836,5451,142
23,30749,25028,37223,17055,2244,18280,15810,2676,6121,143
24,7200,9532,11239,20971,11837,5926,4859,12474,5831,151
25,6665,11662,10208,25691,17480,12926,11515,13790,8369,184
26,4190,6159,6467,9515,10516,7332,5690,2539,5301,194
27,12790,13600,10674,23193,22817,11591,10758,14901,13488,203
28,13792,12160,12441,12736,11590,9109,8314,9484,4878,214
29,4407,9824,15384,14784,6814,2908,2813,5022,4606,218
30,3360,9254,12966,15125,13751,5462,4089,7369,8524,225
31,9108,9805,12256,14924,7442,8101,12988,23750,12095,226
32,12306,12431,9660,9312,9567,7499,14848,18628,11543,231
33,6175,4533,6040,5176,2984,4215,6697,6121,4387,232
34,13213,18275,17071,14453,9990,7877,9092,9195,6520,234
35,8566,7230,9253,18963,22631,8902,9488,29756,23738,241
36,14451,14689,17250,24464,5933,6293,14400,34585,44210,251
37,3918,7939,10564,34086,28588,20832,25160,12086,7571,254
38,7302,9012,7453,18069,14977,12262,6113,8785,5930,260
39,17118,14808,6276,6919,9092,7389,9255,3940,9027,262
40,5302,8608,55016,12877,13517,4813,2369,2718,3753,266
41,3037,5478,10791,42512,25594,4432,6690,14900,7374,277
42,25407,23465,25011,12567,8159,7780,31617,10153,13878,282
43,8513,15779,21170,22019,14908,10559,6550,8684,5766,289
44,36111,30186,22126,12909,12108,13402,6805,7934,7981,293
45,30370,24208,17461,16501,14856,10797,15812,18018,10096,299
46,8234,9583,8349,11163,15086,13015,10938,18218,19742,314
