,0,1,2,3,4,5,6,7,8,9
0,10112,23770,68467,83179,95143,7501,94536,93165,99243,68
1,9746,9410,27992,98541,136803,90465,69254,130494,128413,101
2,35632,52137,60737,147217,121201,107434,50172,112215,146149,189
3,4367,29268,59415,161236,147659,97213,91540,94714,105086,301
4,38194,39672,38088,135960,76691,70170,37456,106359,157796,327
5,29203,50470,95447,110429,62365,57209,100185,107653,84698,356
6,72044,44781,46994,78276,100843,110462,104511,213304,86452,362
7,19445,56924,41388,109218,135203,79236,87186,162172,104026,370
8,15031,34025,33381,100465,97554,83175,49174,150885,111550,417
9,14938,34024,78299,126340,66145,60630,83605,104668,85746,421
10,7853,24250,60530,90245,59994,30203,118671,154907,28030,498
11,21821,78650,93128,106731,110300,92170,106094,111612,102048,569
12,90144,49671,51768,49245,78412,94737,102969,135089,93727,664
13,21214,30657,41696,134690,84482,51063,169101,162382,109199,680
14,37336,28763,29875,43512,124047,81204,108429,113755,112426,721
15,59702,49294,69629,124932,75785,66779,65457,123227,106975,914
16,57046,71040,80871,86683,88080,34929,92115,140559,83936,966
17,6226,7497,110086,84716,13913,12645,264653,154591,12552,1033
18,90892,63353,45965,88663,84503,45151,97889,126916,97201,1045
19,32609,16284,4316,110455,214525,6496,429211,52621,1260,1049
20,29146,19414,70835,16417,88485,71426,98493,163446,32508,1076
21,31692,30275,62811,151593,126976,84990,77112,94416,89596,1108
22,54359,50755,46310,90920,73774,47506,99279,150650,162318,1131
23,41340,51414,85171,125568,95457,65128,72309,102565,105272,1191
24,57749,75671,78527,89336,89139,62747,98007,134899,135754,1195
25,46040,62916,74783,81717,124297,48683,126012,100380,88948,1282
26,29323,42093,106871,139478,141406,83979,60527,138448,122895,1340
27,43169,20442,31626,79314,173194,124763,112114,161494,92359,1349
28,11335,16891,21079,78902,93665,63297,85260,147963,190919,1468
29,58983,69109,63384,92920,95032,64624,65140,127983,67208,1497
30,53964,21758,57619,145683,107194,67574,78527,104215,89224,1506
31,36525,57330,47587,113134,130691,17945,42334,117631,115982,1538
32,3302,20630,57193,66824,86390,57857,87325,121619,109189,1608
33,59660,72791,92752,119342,111053,81004,112726,140477,97615,1643
34,24940,51748,44244,85060,62959,37257,64648,152870,80497,1674
35,40404,106216,70905,84248,159844,62513,79665,165039,123745,1681
36,10910,21132,19837,67989,110396,80985,78011,79064,108433,1729
37,30811,47707,58450,106506,96736,43752,71354,104504,114070,1755
38,70220,57441,48683,120470,156487,56514,56686,119322,87338,1761
39,47674,45864,64582,94229,77722,72840,63947,105682,93441,1790
40,50038,57955,100982,132448,111399,64309,97942,169356,136411,1831
41,929,50630,101519,90993,66267,5131,55095,131950,146025,1844
42,47539,77437,60868,51330,67280,65642,90078,110765,115647,1992
43,4448,22962,48882,101719,99420,65998,81708,130174,203228,2069
44,33051,31622,18268,124277,134051,78234,168334,74004,129039,2124
45,47998,57951,69397,96358,73926,27277,72481,118312,96830,2133
46,64108,43129,85282,108150,107399,56778,101395,157053,126716,2139
47,17897,14861,15008,133380,113562,57915,131591,166338,103508,2176
48,41904,51650,62897,99324,63280,53556,108361,160681,150202,2263
49,57709,43405,65038,138631,114909,43377,66163,143633,123759,2298
50,43649,55168,95893,117288,109641,74066,100355,165295,145751,2395
51,3149,19951,18448,134312,155817,94409,94514,139422,93841,2607
52,44843,50343,121262,131881,143702,51295,79402,126201,114026,2614
53,5287,29240,118484,131048,68857,7766,92014,181716,142094,2740
54,39852,29549,60111,67542,36004,156682,135929,134633,118337,2755
55,6394,6036,17348,111401,83002,36215,72199,135123,139574,2812
56,26741,42850,74818,65796,71302,58258,48718,158401,105062,2826
57,27597,56026,113714,144082,121590,47191,97976,173302,136233,2848
58,57399,46405,65445,150456,153037,74217,73922,142726,143585,2878
59,5623,40691,40094,55742,94421,84589,137755,175551,85479,2889
60,17426,32458,56072,111456,111078,88964,93870,125794,100071,2921
61,7677,22680,46956,79781,87886,75344,83055,134640,63798,2971
