,0,1,2,3,4,5,6,7,8,9
0,55627,51681,81190,41548,82901,15003,27751,150778,227006,291
1,13716,106322,117234,75166,11762,11646,48944,146398,219802,555
2,118385,64045,42449,26314,68251,8425,32800,101408,178583,594
3,50808,45300,84358,79227,42898,25808,33219,92254,150317,637
4,31052,20431,20316,10359,7752,4000,26541,110984,331279,907
5,112982,46227,14339,49724,5923,39501,2887,67332,157918,1054
6,11738,58556,39435,39027,27745,19198,26799,185869,227225,1097
7,33948,62365,25992,5971,27425,43621,42763,79692,164797,1117
8,95681,58708,45143,27339,5049,0,11413,37099,139547,1185
9,41398,8557,71099,29666,18404,3507,9946,144178,203850,1388
10,2698,5028,3455,10076,12203,7137,3579,13194,185125,1417
11,33398,17218,10702,7867,8668,10821,17355,40924,146482,1485
12,63517,56481,60498,59704,48993,27326,21847,63059,201312,1547
13,8946,6027,29256,59320,40091,38056,23359,135301,222114,1714
14,24442,32100,45819,75840,32971,60753,34707,55719,177821,1750
15,30960,31182,7431,6219,4707,2927,850,97175,168902,1970
16,2635,68619,43070,10587,3413,671,11688,49316,144049,2002
17,2411,6371,11547,57078,45845,39637,27552,78830,179749,2004
18,4087,63154,109264,29989,10377,4617,7679,13186,272168,2013
19,4819,742,52424,39685,16087,1751,10730,111927,198008,2172
20,61164,43568,20853,12456,6334,2816,20510,182287,193901,2221
21,316,164565,34513,8199,76257,6612,3160,71106,274649,2302
22,0,14506,128822,79449,31397,1861,4434,152456,273104,2317
23,10980,20763,55264,112822,69963,53929,28287,48003,166784,2384
24,21985,41739,67514,54062,23993,15475,31811,136533,171679,2509
25,48762,56748,65453,42143,48332,47697,28926,25238,180167,2587
26,15716,27400,26776,32266,8873,26220,97048,190250,280044,2588
27,45447,14313,10687,17468,14571,5852,37237,81620,206489,2890
28,52310,32729,59225,17121,9889,8499,15122,50526,207242,2923
