,0,1,2,3,4,5,6,7,8,9
0,14256,36401,77969,60386,37717,14332,18386,32405,36481,1
1,46576,54308,51286,44294,37285,23548,31098,47346,36546,19
2,65011,70005,28849,19937,14463,7984,34831,45153,32217,26
3,59274,61599,62667,19753,9294,5930,11663,26054,89222,37
4,24077,52131,44017,64750,26934,13724,8157,30968,32477,39
5,92988,53337,69923,56939,29823,8588,15587,41577,45391,100
6,36750,46976,58444,63371,43785,20383,19620,30524,35866,104
7,51812,68809,74723,49968,15578,6648,3977,21974,63765,105
8,107286,53472,53567,62580,27084,12864,28579,51446,46142,111
9,58740,78212,70170,61047,6452,1932,10572,35940,91057,116
10,45583,53082,49991,65762,41391,37464,26165,31133,33654,132
11,52737,71841,84799,58957,32623,20063,24721,73215,24942,138
12,51087,87608,106212,55848,39000,25158,18680,20939,37097,177
13,2340,26704,85791,83156,8627,0,1163,17609,65534,179
14,50011,89935,103216,40858,22091,27479,28505,68369,34339,240
15,40834,105170,101415,62231,44159,21642,44330,67980,52214,242
16,21580,116046,110544,41698,36224,30251,3878,15954,36163,283
17,27525,36557,54828,50568,34897,21961,19820,38626,35105,296
18,35488,61324,99336,40736,19521,13962,14936,12321,10849,308
19,49588,63633,44464,32871,27337,22289,23265,19849,25100,317
20,77620,88174,71397,57286,48335,28128,32323,38581,21894,334
21,59589,44928,30260,45431,25640,6099,28346,35350,20553,338
22,88606,59576,50133,55567,49470,37248,37529,48271,21239,340
23,30567,41958,54909,53673,32382,3221,19973,35264,25868,345
24,59714,75745,91357,74017,19401,825,6617,53011,47759,346
25,32931,81106,109934,74661,34493,25454,20633,61467,34939,347
26,16362,51048,80254,49664,34578,26318,37906,29020,14860,355
27,30906,62439,62741,31801,13347,7628,17848,48742,70247,398
28,38524,62135,50937,17062,11711,4484,37619,49246,18196,399
29,37205,38365,74382,67343,45358,28201,22771,23611,26893,410
30,107884,64726,17976,13418,11976,4792,10107,37193,40960,411
31,68794,53919,43256,51948,43227,33825,28497,41634,13585,431
32,51211,69399,77749,46242,41833,33760,32060,58497,31203,443
33,42638,41127,62623,64855,30727,28652,35381,48747,26838,453
34,36046,43622,55258,61986,43220,18221,21929,31684,32961,481
35,62091,53750,90201,75314,19229,4917,1836,13287,32567,491
36,57977,69856,82000,48761,41840,18855,23905,21679,11558,495
37,43757,35410,45208,49361,40386,22553,24349,37098,37113,518
38,73311,75676,61428,46049,6933,2177,25906,73997,72993,550
39,35755,61832,43893,44194,25398,4970,13120,37669,21714,562
40,52582,42441,74136,73923,24613,8628,3410,10442,36935,565
